	=subtotal(109,B3:B3)										Total	Unique	Corrected	
28.0	1	CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN	contaminant	37.8	564	60199	KERATIN, TYPE II CYTOSKELETAL 6C (CYTOKERATIN 6C) (CK 6C) (K6C KERATIN) [Homo sapiens].	61	2	0.033	61	2	23.423	CONT_049|gi|88052|pir||A32568, CONT_064|gi|254622|bbs|112352, CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_071|gi|181400, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_083|gi|386849, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_137|gi|1346347|sp|P48667|K2CD_HUMAN, CONT_142|gi|88053|pir||A29666, CONT_154|gi|1181996
29.0	1	CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN	contaminant	38.8	564	60222	KERATIN, TYPE II CYTOSKELETAL 6E (CYTOKERATIN 6E) (CK 6E) (K6E KERATIN) [Homo sapiens].	61	0	0.000	61	0	1.000	CONT_049|gi|88052|pir||A32568, CONT_064|gi|254622|bbs|112352, CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_071|gi|181400, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_083|gi|386849, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_137|gi|1346347|sp|P48667|K2CD_HUMAN, CONT_142|gi|88053|pir||A29666, CONT_154|gi|1181996
30.0	1	CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN	contaminant	38.8	564	60066	KERATIN, TYPE II CYTOSKELETAL 6F (CYTOKERATIN 6F) (CK 6F) (K6F KERATIN) [Homo sapiens].	64	0	0.000	64	0	1.000	CONT_049|gi|88052|pir||A32568, CONT_064|gi|254622|bbs|112352, CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_071|gi|181400, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_083|gi|386849, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_137|gi|1346347|sp|P48667|K2CD_HUMAN, CONT_142|gi|88053|pir||A29666, CONT_154|gi|1181996
31.0	1	CONT_137|gi|1346347|sp|P48667|K2CD_HUMAN	contaminant	50.3	384	42468	KERATIN, TYPE II CYTOSKELETAL 6D (CYTOKERATIN 6D) (CK 6D) (K6D KERATIN) [Homo sapiens].	53	0	0.000	53	0	0.000	CONT_049|gi|88052|pir||A32568, CONT_064|gi|254622|bbs|112352, CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_071|gi|181400, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_083|gi|386849, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_137|gi|1346347|sp|P48667|K2CD_HUMAN, CONT_142|gi|88053|pir||A29666, CONT_154|gi|1181996
32.0	1	CONT_142|gi|88053|pir||A29666	contaminant	8.4	629	64447	keratin, 65K type II cytoskeletal [Homo sapiens].	21	0	0.000	21	0	0.000	CONT_049|gi|88052|pir||A32568, CONT_064|gi|254622|bbs|112352, CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_071|gi|181400, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_083|gi|386849, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_137|gi|1346347|sp|P48667|K2CD_HUMAN, CONT_142|gi|88053|pir||A29666, CONT_154|gi|1181996
33.0	1	CONT_154|gi|1181996	contaminant	6.6	425	47034	(X81420) hair type II basic keratin [Homo sapiens].	5	3	0.600	5	3	3.286	CONT_049|gi|88052|pir||A32568, CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_071|gi|181400, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_083|gi|386849, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_137|gi|1346347|sp|P48667|K2CD_HUMAN, CONT_142|gi|88053|pir||A29666, CONT_154|gi|1181996
33.01	1	CONT_173|gi|1903218|gnl|PID|e255345	redundant	5.5	507	55802	(X99140) type II intermediate filament of hair keratin [Homo sapiens].	5	3	0.600	5	3	3.286	CONT_049|gi|88052|pir||A32568, CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_071|gi|181400, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_083|gi|386849, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_137|gi|1346347|sp|P48667|K2CD_HUMAN, CONT_142|gi|88053|pir||A29666, CONT_154|gi|1181996
33.02	1	CONT_174|gi|1903220|gnl|PID|e255346	redundant	5.8	483	53193	(X99142) type II intermediate filament of hair keratin [Homo sapiens].	5	3	0.600	5	3	3.286	CONT_049|gi|88052|pir||A32568, CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_071|gi|181400, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_083|gi|386849, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_137|gi|1346347|sp|P48667|K2CD_HUMAN, CONT_142|gi|88053|pir||A29666, CONT_154|gi|1181996
33.03	1	CONT_178|gi|2190400|gnl|PID|e321549	redundant	5.5	505	54971	(Y13621) keratin [Homo sapiens].	5	3	0.600	5	3	3.286	CONT_049|gi|88052|pir||A32568, CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_071|gi|181400, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_083|gi|386849, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_137|gi|1346347|sp|P48667|K2CD_HUMAN, CONT_142|gi|88053|pir||A29666, CONT_154|gi|1181996
34.0	1	CONT_156|gi|1363944|pir||JC4313	contaminant	38.1	473	51237	type I keratin 16 [human, epidermal keratinocytes, Peptide, 473 aa].	44	11	0.250	44	11	23.157	CONT_050|gi|280816|pir||A37343, CONT_068|gi|1082558|pir||S41161, CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_156|gi|1363944|pir||JC4313, CONT_165|gi|2497269|sp|Q99456|K1CL_HUMAN
35.0	1	CONT_165|gi|2497269|sp|Q99456|K1CL_HUMAN	contaminant	5.1	494	53511	KERATIN, TYPE I CYTOSKELETAL 12 (CYTOKERATIN 12) [Homo sapiens].	6	0	0.000	6	0	0.500	CONT_050|gi|280816|pir||A37343, CONT_068|gi|1082558|pir||S41161, CONT_074|gi|1070608|pir||KRHU9, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_156|gi|1363944|pir||JC4313, CONT_165|gi|2497269|sp|Q99456|K1CL_HUMAN
36.0	1	REV_CONT_064	reversed	5.3	645	65911	REVERSED.	2	2	1.000	2	2	2.000	 
36.01	1	REV_CONT_072	redundant	5.3	645	65865	REVERSED.	2	2	1.000	2	2	2.000	 
37.0	1	REV_CONT_088	reversed	4.3	644	66017	REVERSED.	2	1	0.500	2	1	1.500	REV_CONT_088, REV_CONT_089
38.0	1	REV_CONT_089	reversed	7.3	493	52788	REVERSED.	2	1	0.500	2	1	1.500	REV_CONT_088, REV_CONT_089
38.01	1	REV_CONT_143	redundant	5.6	643	65493	REVERSED.	2	1	0.500	2	1	1.500	REV_CONT_088, REV_CONT_089
39.0	1	REV_P00958	reversed	3.5	751	85677	REVERSED.	2	2	1.000	2	2	2.000	 
40.0	1	REV_P02829	reversed	3.1	709	81405	REVERSED.	2	2	1.000	2	2	2.000	 
40.01	1	REV_P15108	redundant	3.1	705	80899	REVERSED.	2	2	1.000	2	2	2.000	 
41.0	1	REV_P03874	reversed	3.3	630	73860	REVERSED.	2	2	1.000	2	2	2.000	 
42.0	1	REV_P04051	reversed	2.7	1460	162299	REVERSED.	2	2	1.000	2	2	2.000	 
43.0	1	REV_P04786	reversed	2.3	769	89994	REVERSED.	2	2	1.000	2	2	2.000	 
44.0	1	REV_P04821	reversed	1.1	1589	179090	REVERSED.	3	3	1.000	3	3	3.000	 
45.0	1	REV_P05374	reversed	1.7	869	101202	REVERSED.	2	1	0.500	2	1	1.091	REV_P05374, sp|P53124|PCL10_YEAST
46.0	1	REV_P05453	reversed	2.6	685	76550	REVERSED.	2	2	1.000	2	2	2.000	 
47.0	1	REV_P07259	reversed	1.9	2214	245038	REVERSED.	9	9	1.000	9	9	9.000	 
48.0	1	REV_P08153	reversed	3.1	709	79774	REVERSED.	3	3	1.000	3	3	3.000	 
49.0	1	REV_P08678	reversed	1.1	2026	227831	REVERSED.	2	2	1.000	2	2	2.000	 
50.0	1	REV_P09436	reversed	3.5	1072	122982	REVERSED.	2	2	1.000	2	2	2.000	 
51.0	1	REV_P09798	reversed	3.0	840	94991	REVERSED.	4	4	1.000	4	4	4.000	 
52.0	1	REV_P0CE41	reversed	1.1	1502	166106	REVERSED.	2	2	1.000	2	2	2.000	 
53.0	1	REV_P0CX23	reversed	9.9	172	20437	REVERSED.	4	4	1.000	4	4	4.000	 
53.01	1	REV_P0CX24	redundant	9.9	172	20437	REVERSED.	4	4	1.000	4	4	4.000	 
54.0	1	REV_P12685	reversed	2.3	1235	141072	REVERSED.	4	4	1.000	4	4	4.000	 
55.0	1	REV_P14180	reversed	2.8	963	109880	REVERSED.	3	3	1.000	3	3	3.000	 
56.0	1	REV_P14737	reversed	1.5	1309	148396	REVERSED.	3	1	0.333	3	1	1.018	 
57.0	1	REV_P14743	reversed	9.7	455	52837	REVERSED.	2	2	1.000	2	2	2.000	 
58.0	1	REV_P14904	reversed	4.5	514	57092	REVERSED.	7	4	0.571	7	4	4.316	REV_P14904, sp|P43621|COPD_YEAST
59.0	1	REV_P15424	reversed	2.1	664	76268	REVERSED.	3	3	1.000	3	3	3.000	 
60.0	1	REV_P15442	reversed	1.0	1659	190191	REVERSED.	3	3	1.000	3	3	3.000	 
61.0	1	REV_P17065	reversed	2.5	759	84651	REVERSED.	2	2	1.000	2	2	2.000	 
62.0	1	REV_P17119	reversed	3.0	729	84003	REVERSED.	4	4	1.000	4	4	4.000	 
63.0	1	REV_P18963	reversed	0.9	3092	350976	REVERSED.	4	4	1.000	4	4	4.000	 
64.0	1	REV_P19158	reversed	0.9	3079	351664	REVERSED.	5	2	0.400	5	2	2.162	REV_P19158, sp|Q12452|ERG27_YEAST
65.0	1	REV_P19735	reversed	3.2	899	104228	REVERSED.	11	8	0.727	11	8	8.296	REV_P19735, sp|P35177|SPT7_YEAST
66.0	1	REV_P19882	reversed	3.1	572	60751	REVERSED.	2	2	1.000	2	2	2.000	 
67.0	1	REV_P21264	reversed	6.3	571	62339	REVERSED.	3	3	1.000	3	3	3.000	 
68.0	1	REV_P21372	reversed	2.1	849	96358	REVERSED.	2	2	1.000	2	2	2.000	 
69.0	1	REV_P22082	reversed	1.8	1703	194049	REVERSED.	5	5	1.000	5	5	5.000	 
70.0	1	REV_P22580	reversed	1.5	549	61409	REVERSED.	7	7	1.000	7	7	7.000	 
71.0	1	REV_P23561	reversed	3.8	717	80720	REVERSED.	2	2	1.000	2	2	2.000	 
72.0	1	REV_P23615	reversed	1.0	1451	168289	REVERSED.	2	2	1.000	2	2	2.000	 
73.0	1	REV_P24868	reversed	5.5	471	54870	REVERSED.	2	2	1.000	2	2	2.000	 
74.0	1	REV_P24870	reversed	8.0	427	49475	REVERSED.	2	2	1.000	2	2	2.000	 
75.0	1	REV_P25339	reversed	2.1	888	97797	REVERSED.	2	2	1.000	2	2	2.000	 
76.0	1	REV_P25374	reversed	4.0	497	54466	REVERSED.	2	2	1.000	2	2	2.000	 
77.0	1	REV_P25386	reversed	0.8	1790	206450	REVERSED.	2	2	1.000	2	2	2.000	 
78.0	1	REV_P25605	reversed	9.1	309	33986	REVERSED.	2	2	1.000	2	2	2.000	 
79.0	1	REV_P26637	reversed	1.8	1090	124140	REVERSED.	3	3	1.000	3	3	3.000	 
80.0	1	REV_P28239	reversed	6.8	310	35572	REVERSED.	4	4	1.000	4	4	4.000	 
81.0	1	REV_P28273	reversed	1.2	1286	140426	REVERSED.	2	2	1.000	2	2	2.000	 
82.0	1	REV_P28834	reversed	4.7	360	39324	REVERSED.	4	4	1.000	4	4	4.000	 
83.0	1	REV_P29461	reversed	3.1	750	85867	REVERSED.	2	2	1.000	2	2	2.000	 
84.0	1	REV_P29468	reversed	2.6	568	64551	REVERSED.	3	3	1.000	3	3	3.000	 
85.0	1	REV_P29496	reversed	1.8	775	86410	REVERSED.	2	2	1.000	2	2	2.000	 
86.0	1	REV_P31111	reversed	3.8	875	100034	REVERSED.	3	3	1.000	3	3	3.000	 
87.0	1	REV_P31539	reversed	2.0	908	102034	REVERSED.	3	3	1.000	3	3	3.000	 
88.0	1	REV_P31688	reversed	2.7	896	102975	REVERSED.	2	2	1.000	2	2	2.000	 
89.0	1	REV_P32337	reversed	2.8	1089	121029	REVERSED.	2	2	1.000	2	2	2.000	 
90.0	1	REV_P32367	reversed	4.3	649	73553	REVERSED.	3	3	1.000	3	3	3.000	 
91.0	1	REV_P32381	reversed	6.9	391	44073	REVERSED.	2	2	1.000	2	2	2.000	 
92.0	1	REV_P32389	reversed	3.1	672	74372	REVERSED.	5	5	1.000	5	5	5.000	 
93.0	1	REV_P32453	reversed	6.9	318	36851	REVERSED.	2	2	1.000	2	2	2.000	 
94.0	1	REV_P32502	reversed	3.9	381	42569	REVERSED.	6	3	0.500	6	3	4.800	REV_P32502, sp|Q12247|FYV7_YEAST
95.0	1	REV_P32504	reversed	1.7	956	111916	REVERSED.	3	3	1.000	3	3	3.000	 
96.0	1	REV_P32558	reversed	2.0	1035	118629	REVERSED.	7	7	1.000	7	7	7.000	 
97.0	1	REV_P32567	reversed	2.7	862	95030	REVERSED.	2	2	1.000	2	2	2.000	 
98.0	1	REV_P32580	reversed	3.0	737	84323	REVERSED.	2	2	1.000	2	2	2.000	 
99.0	1	REV_P32767	reversed	1.6	1081	123529	REVERSED.	2	1	0.500	2	1	1.020	REV_P32767, sp|P53969|SAM50_YEAST
100.0	1	REV_P32874	reversed	0.9	2273	259160	REVERSED.	2	2	1.000	2	2	2.000	 
101.0	1	REV_P33314	reversed	1.8	1104	126662	REVERSED.	2	1	0.500	2	1	1.027	REV_P33314, REV_P40529, sp|Q06506|RRP9_YEAST
102.0	1	REV_P33339	reversed	3.4	1025	120227	REVERSED.	3	3	1.000	3	3	3.000	 
103.0	1	REV_P33441	reversed	5.1	392	44996	REVERSED.	4	4	1.000	4	4	4.000	 
104.0	1	REV_P33891	reversed	3.7	701	81166	REVERSED.	3	3	1.000	3	3	3.000	 
105.0	1	REV_P33892	reversed	0.9	2672	296695	REVERSED.	4	4	1.000	4	4	4.000	 
106.0	1	REV_P35169	reversed	1.4	2470	281136	REVERSED.	2	2	1.000	2	2	2.000	 
107.0	1	REV_P35177	reversed	1.3	1332	152615	REVERSED.	2	1	0.500	2	1	1.032	REV_P35177, sp|P19735|PRP6_YEAST
108.0	1	REV_P35203	reversed	5.9	478	56335	REVERSED.	2	2	1.000	2	2	2.000	 
109.0	1	REV_P35208	reversed	3.1	640	72921	REVERSED.	3	3	1.000	3	3	3.000	 
110.0	1	REV_P35845	reversed	2.4	1188	135096	REVERSED.	4	4	1.000	4	4	4.000	 
111.0	1	REV_P36022	reversed	0.4	4092	471342	REVERSED.	2	2	1.000	2	2	2.000	 
112.0	1	REV_P36023	reversed	1.9	863	101824	REVERSED.	2	2	1.000	2	2	2.000	 
113.0	1	REV_P36044	reversed	5.2	1178	139379	REVERSED.	2	1	0.500	2	1	1.016	REV_P36044, sp|P36044|MNN4_YEAST
114.0	1	REV_P36126	reversed	1.7	1683	195202	REVERSED.	2	1	0.500	2	1	1.111	REV_P36126, sp|Q06822|ASA1_YEAST
115.0	1	REV_P36158	reversed	2.7	585	68281	REVERSED.	2	2	1.000	2	2	2.000	 
116.0	1	REV_P38111	reversed	0.9	2368	273339	REVERSED.	8	4	0.500	8	4	4.842	REV_P38111, sp|Q12504|RKM4_YEAST
117.0	1	REV_P38114	reversed	1.4	1094	126902	REVERSED.	3	1	0.333	3	1	1.083	REV_P38114, sp|P38114|TBS1_YEAST
118.0	1	REV_P38167	reversed	3.2	1117	123608	REVERSED.	3	3	1.000	3	3	3.000	 
119.0	1	REV_P38297	reversed	3.5	855	97807	REVERSED.	5	2	0.400	5	2	2.300	REV_P38297, sp|P38297|FZO1_YEAST
120.0	1	REV_P38352	reversed	3.8	637	70495	REVERSED.	2	2	1.000	2	2	2.000	 
121.0	1	REV_P38431	reversed	7.2	405	45261	REVERSED.	2	2	1.000	2	2	2.000	 
122.0	1	REV_P38625	reversed	5.3	525	58482	REVERSED.	4	4	1.000	4	4	4.000	 
123.0	1	REV_P38689	reversed	5.6	320	35123	REVERSED.	2	2	1.000	2	2	2.000	 
124.0	1	REV_P38717	reversed	2.2	1229	142818	REVERSED.	4	4	1.000	4	4	4.000	 
125.0	1	REV_P38721	reversed	4.0	697	79025	REVERSED.	2	2	1.000	2	2	2.000	 
126.0	1	REV_P38747	reversed	7.5	307	36113	REVERSED.	2	2	1.000	2	2	2.000	 
127.0	1	REV_P38826	reversed	4.6	435	50295	REVERSED.	2	2	1.000	2	2	2.000	 
128.0	1	REV_P38850	reversed	1.6	1070	123016	REVERSED.	2	2	1.000	2	2	2.000	 
129.0	1	REV_P38851	reversed	2.0	1228	143582	REVERSED.	2	2	1.000	2	2	2.000	 
130.0	1	REV_P38957	reversed	6.7	223	26122	REVERSED.	2	2	1.000	2	2	2.000	 
131.0	1	REV_P38961	reversed	4.8	392	45985	REVERSED.	2	2	1.000	2	2	2.000	 
132.0	1	REV_P38972	reversed	1.4	1358	148903	REVERSED.	4	4	1.000	4	4	4.000	 
133.0	1	REV_P38989	reversed	2.6	1170	133927	REVERSED.	2	2	1.000	2	2	2.000	 
134.0	1	REV_P38991	reversed	4.1	367	42945	REVERSED.	3	3	1.000	3	3	3.000	 
135.0	1	REV_P38994	reversed	1.8	779	89319	REVERSED.	4	4	1.000	4	4	4.000	 
136.0	1	REV_P39078	reversed	2.8	528	57603	REVERSED.	3	3	1.000	3	3	3.000	 
137.0	1	REV_P39109	reversed	1.1	1515	171119	REVERSED.	4	4	1.000	4	4	4.000	 
138.0	1	REV_P39685	reversed	2.0	1337	151651	REVERSED.	3	3	1.000	3	3	3.000	 
139.0	1	REV_P39940	reversed	3.5	809	91815	REVERSED.	3	3	1.000	3	3	3.000	 
140.0	1	REV_P39959	reversed	4.3	443	50319	REVERSED.	3	3	1.000	3	3	3.000	 
141.0	1	REV_P39960	reversed	1.2	2167	245427	REVERSED.	4	4	1.000	4	4	4.000	 
142.0	1	REV_P39961	reversed	2.4	794	91076	REVERSED.	2	2	1.000	2	2	2.000	 
143.0	1	REV_P39986	reversed	2.2	1215	135267	REVERSED.	2	2	1.000	2	2	2.000	 
144.0	1	REV_P40050	reversed	4.1	688	79547	REVERSED.	2	2	1.000	2	2	2.000	 
145.0	1	REV_P40164	reversed	2.8	858	98052	REVERSED.	3	3	1.000	3	3	3.000	 
146.0	1	REV_P40328	reversed	2.3	754	85299	REVERSED.	6	6	1.000	6	6	6.000	 
147.0	1	REV_P40341	reversed	3.4	825	93275	REVERSED.	4	4	1.000	4	4	4.000	 
148.0	1	REV_P40457	reversed	1.2	1679	195139	REVERSED.	3	3	1.000	3	3	3.000	 
149.0	1	REV_P40460	reversed	5.9	691	80486	REVERSED.	3	3	1.000	3	3	3.000	 
150.0	1	REV_P40468	reversed	1.6	2376	269855	REVERSED.	4	4	1.000	4	4	4.000	 
151.0	1	REV_P40477	reversed	1.6	1460	158906	REVERSED.	2	2	1.000	2	2	2.000	 
152.0	1	REV_P40529	reversed	5.0	298	32638	REVERSED.	2	1	0.500	2	1	1.027	REV_P33314, REV_P40529, sp|Q06506|RRP9_YEAST
153.0	1	REV_P40562	reversed	2.0	993	114057	REVERSED.	3	3	1.000	3	3	3.000	 
154.0	1	REV_P40564	reversed	9.5	432	48574	REVERSED.	3	3	1.000	3	3	3.000	 
155.0	1	REV_P41696	reversed	2.0	914	101169	REVERSED.	2	2	1.000	2	2	2.000	 
156.0	1	REV_P41832	reversed	1.7	1953	219670	REVERSED.	6	3	0.500	6	3	3.188	REV_P41832, sp|P53297|PBP1_YEAST
157.0	1	REV_P42883	reversed	4.4	340	38619	REVERSED.	2	2	1.000	2	2	2.000	 
157.01	1	REV_P43534	redundant	4.4	340	38591	REVERSED.	2	2	1.000	2	2	2.000	 
157.02	1	REV_P47183	redundant	4.4	340	38631	REVERSED.	2	2	1.000	2	2	2.000	 
157.03	1	REV_Q07748	redundant	4.4	340	38573	REVERSED.	2	2	1.000	2	2	2.000	 
158.0	1	REV_P43549	reversed	4.6	646	70507	REVERSED.	2	2	1.000	2	2	2.000	 
159.0	1	REV_P43556	reversed	3.8	714	82208	REVERSED.	4	4	1.000	4	4	4.000	 
160.0	1	REV_P43562	reversed	3.5	540	60609	REVERSED.	2	2	1.000	2	2	2.000	 
161.0	1	REV_P43583	reversed	0.7	2143	245993	REVERSED.	2	2	1.000	2	2	2.000	 
162.0	1	REV_P43596	reversed	2.8	787	90896	REVERSED.	3	3	1.000	3	3	3.000	 
163.0	1	REV_P46676	reversed	2.6	1062	118200	REVERSED.	2	2	1.000	2	2	2.000	 
164.0	1	REV_P46951	reversed	4.7	817	95365	REVERSED.	4	4	1.000	4	4	4.000	 
165.0	1	REV_P46995	reversed	4.9	733	84460	REVERSED.	5	5	1.000	5	5	5.000	 
166.0	1	REV_P47050	reversed	1.8	842	99324	REVERSED.	5	1	0.200	5	1	1.148	REV_P47050, sp|P40414|TPM2_YEAST
167.0	1	REV_P47082	reversed	7.8	602	65345	REVERSED.	4	4	1.000	4	4	4.000	 
168.0	1	REV_P47136	reversed	2.1	1447	164484	REVERSED.	2	2	1.000	2	2	2.000	 
169.0	1	REV_P49367	reversed	2.3	693	75150	REVERSED.	4	4	1.000	4	4	4.000	 
170.0	1	REV_P50086	reversed	6.1	228	25616	REVERSED.	3	3	1.000	3	3	3.000	 
171.0	1	REV_P50104	reversed	4.2	949	109824	REVERSED.	3	3	1.000	3	3	3.000	 
172.0	1	REV_P52917	reversed	9.6	437	48172	REVERSED.	2	2	1.000	2	2	2.000	 
173.0	1	REV_P53049	reversed	1.7	1477	166726	REVERSED.	2	2	1.000	2	2	2.000	 
174.0	1	REV_P53061	reversed	2.4	704	82815	REVERSED.	2	2	1.000	2	2	2.000	 
175.0	1	REV_P53115	reversed	1.6	1489	171453	REVERSED.	4	4	1.000	4	4	4.000	 
176.0	1	REV_P53127	reversed	1.6	1403	163201	REVERSED.	2	2	1.000	2	2	2.000	 
177.0	1	REV_P53203	reversed	5.6	462	52942	REVERSED.	5	5	1.000	5	5	5.000	 
178.0	1	REV_P53261	reversed	6.0	605	69876	REVERSED.	2	2	1.000	2	2	2.000	 
179.0	1	REV_P53298	reversed	5.9	406	47349	REVERSED.	3	3	1.000	3	3	3.000	 
180.0	1	REV_P53312	reversed	4.9	427	46900	REVERSED.	2	2	1.000	2	2	2.000	 
181.0	1	REV_P53379	reversed	4.2	596	64268	REVERSED.	4	4	1.000	4	4	4.000	 
182.0	1	REV_P53855	reversed	1.1	1592	178412	REVERSED.	3	3	1.000	3	3	3.000	 
183.0	1	REV_P53858	reversed	2.4	892	100589	REVERSED.	3	3	1.000	3	3	3.000	 
184.0	1	REV_P53865	reversed	4.1	581	67399	REVERSED.	2	2	1.000	2	2	2.000	 
185.0	1	REV_P53940	reversed	3.4	528	58888	REVERSED.	2	2	1.000	2	2	2.000	 
186.0	1	REV_P53950	reversed	1.8	1165	128139	REVERSED.	2	2	1.000	2	2	2.000	 
187.0	1	REV_P53954	reversed	3.8	548	63142	REVERSED.	3	3	1.000	3	3	3.000	 
188.0	1	REV_P53983	reversed	4.7	676	77648	REVERSED.	2	2	1.000	2	2	2.000	 
189.0	1	REV_P56628	reversed	21.3	122	13826	REVERSED.	3	3	1.000	3	3	3.000	 
190.0	1	REV_Q00402	reversed	1.8	2748	313029	REVERSED.	3	3	1.000	3	3	3.000	 
191.0	1	REV_Q00776	reversed	3.4	475	53873	REVERSED.	2	2	1.000	2	2	2.000	 
192.0	1	REV_Q00955	reversed	1.5	2233	250350	REVERSED.	3	3	1.000	3	3	3.000	 
193.0	1	REV_Q01389	reversed	1.4	1478	164193	REVERSED.	3	3	1.000	3	3	3.000	 
194.0	1	REV_Q01649	reversed	3.9	594	69069	REVERSED.	2	2	1.000	2	2	2.000	 
195.0	1	REV_Q02455	reversed	0.8	1875	218454	REVERSED.	2	1	0.500	2	1	1.077	REV_Q02455, sp|P53897|IGO1_YEAST
196.0	1	REV_Q02773	reversed	2.7	1202	139346	REVERSED.	3	3	1.000	3	3	3.000	 
