New PAW TMT results file!
Program "PAW_protein_grouper.py" run on Fri Jan 18 13:51:14 2019
 
 
ProtGroup	Counter	Accession	Identical	Similar	OtherLoci	Filter	Coverage	SeqLength	MW	Description	CountsTot	UniqueTot	UniqFrac	Total_CarbonSources	Unique_CarbonSources	Corrected_CarbonSources	PSMs_Used_CarbonSources	TotInt_126C_CarbonSources	TotInt_127N_CarbonSources	TotInt_127C_CarbonSources	TotInt_128N_CarbonSources	TotInt_128C_CarbonSources	TotInt_129N_CarbonSources	TotInt_129C_CarbonSources	TotInt_130N_CarbonSources	TotInt_130C_CarbonSources	TotInt_131N_CarbonSources	TotInt_131C_CarbonSources
41	1	REV_P03874	 	 	 	reversed	3.3	630	73860	REVERSED.	2	2	1.000	2	2	2.000	2	269125.304688	205936.507812	283784.34375	156847.63086	152229.740235	141436.667969	228423.863281	179325.951172	181175.617187	9336.445465	6283.162109
42	1	REV_P04051	 	 	 	reversed	2.7	1460	162299	REVERSED.	2	2	1.000	2	2	2.000	2	127802.063477	117058.651367	143498.329102	114980.945312	93187.52246	96813.757812	127054.921997	114778.927673	128458.987427	3255.32373	3934.676514
43	1	REV_P04786	 	 	 	reversed	2.3	769	89994	REVERSED.	2	2	1.000	2	2	2.000	2	71260.173828	83420.285156	97985.667969	110326.584961	122547.076172	109498.40625	77217.595703	66742.431641	72416.888672	3314.127686	2448.537903
44	1	REV_P04821	 	 	 	reversed	1.1	1589	179090	REVERSED.	3	3	1.000	3	3	3.000	3	403511.933594	446695.183594	429792.746094	231236.931641	196748.714844	228551.96875	1870818.17383	1524463.32617	1765656.16602	47009.708984	38574.004456
45	1	REV_P05374	 	 	REV_P05374, sp|P53124|PCL10_YEAST	reversed	1.7	869	101202	REVERSED.	2	1	0.500	2	1	1.091	1	99635.289062	111441.5	110417.703125	152252.875	147881.671875	151354.65625	74258.140625	71415.789062	67072.1875	150.0	1096.384766
46	1	REV_P05453	 	 	 	reversed	2.6	685	76550	REVERSED.	2	2	1.000	2	2	2.000	2	750111.75	718543.0625	843772.40625	474139.953125	506404.796875	481120.421875	595440.9375	485030.4375	621477.53125	18238.090332	11696.399658
47	1	REV_P07259	 	 	 	reversed	1.9	2214	245038	REVERSED.	9	9	1.000	9	9	9.000	9	6317993.75781	4439370.20215	5844379.62891	682739.070312	605451.77246	552831.972656	3463371.95606	2984141.6543	3644003.33301	22612.873291	15195.990845
48	1	REV_P08153	 	 	 	reversed	3.1	709	79774	REVERSED.	3	3	1.000	3	3	3.000	3	341967.046875	344766.398437	363552.695313	337824.167969	314090.972657	322060.214844	487168.117187	405158.472656	472452.273438	10558.517762	14753.00708
49	1	REV_P08678	 	 	 	reversed	1.1	2026	227831	REVERSED.	2	2	1.000	2	2	2.000	2	2290851.58203	2016727.25781	2470343.02344	1024312.20313	981111.542969	844406.890625	1846533.44531	1573123.05469	2028163.32813	74066.944581	57271.045898
50	1	REV_P09436	 	 	 	reversed	3.5	1072	122982	REVERSED.	2	2	1.000	2	2	2.000	2	120126.365234	110314.126953	124280.460938	131744.535156	156976.703125	139919.980468	218649.554687	189756.671875	251266.335937	7483.641114	5119.930664
51	1	REV_P09798	 	 	 	reversed	3.0	840	94991	REVERSED.	4	4	1.000	4	4	4.000	4	544055.007813	507961.28125	590607.820313	436639.683594	427038.906251	425260.128907	551842.199218	457087.558594	534564.074218	12655.787108	12292.565186
52	1	REV_P0CE41	 	 	 	reversed	1.1	1502	166106	REVERSED.	2	2	1.000	2	2	2.000	2	1598328.92969	1308914.45313	1435370.19531	966818.867188	1060139.78125	1101293.48047	828127.890625	655262.484375	796495.5625	19044.803711	19073.467285
53	1	REV_P0CX23 (+1)	REV_P0CX23&REV_P0CX24	 	 	reversed	9.9	172	20437	REVERSED.	4	4	1.000	4	4	4.000	4	5665094.19531	4922911.23438	5521695.96094	3195011.01172	2567918.98438	2862214.73438	5579913.57813	5306136.55469	5786702.50781	252571.727783	144549.992432
54	1	REV_P12685	 	 	 	reversed	2.3	1235	141072	REVERSED.	4	4	1.000	4	4	4.000	4	153384.735351	166453.384766	164595.611329	241617.904297	227875.621093	241570.344727	310560.269531	254649.078125	279795.453125	7262.180085	6320.235474
55	1	REV_P14180	 	 	 	reversed	2.8	963	109880	REVERSED.	3	3	1.000	3	3	3.000	3	12113.625977	8508.770508	11491.336914	10243.311523	7076.138184	8039.625488	6061.221191	5837.409668	5454.258789	150.0	150.0
56	1	REV_P14737	 	 	 	reversed	1.5	1309	148396	REVERSED.	3	1	0.333	3	1	1.018	3	559667.40625	544537.6875	629971.203125	535871.867188	528264.140625	500932.96875	652877.234375	559792.960938	588733.632813	20108.058594	9889.960327
57	1	REV_P14743	 	 	 	reversed	9.7	455	52837	REVERSED.	2	2	1.000	2	2	2.000	2	5237.462341	5263.98999	6124.338379	5942.435303	5250.638123	6034.861572	7772.279053	5044.568359	5743.111572	150.0	150.0
58	1	REV_P14904	 	 	REV_P14904, sp|P43621|COPD_YEAST	reversed	4.5	514	57092	REVERSED.	7	4	0.571	7	4	4.316	4	67903.648926	83029.580077	111079.093261	54950.043213	131848.358887	63581.844483	297517.715333	244004.159912	272635.126221	4378.741577	8373.571777
59	1	REV_P15424	 	 	 	reversed	2.1	664	76268	REVERSED.	3	3	1.000	3	3	3.000	3	374563.355469	353496.089844	443587.207031	142823.899414	135122.268555	117038.685547	292897.019531	248858.023438	318465.33789	7075.698151	7520.652466
60	1	REV_P15442	 	 	 	reversed	1.0	1659	190191	REVERSED.	3	3	1.000	3	3	3.000	3	415692.962891	415606.978516	415226.869141	221667.28125	224854.003906	212525.683593	164090.34375	144570.165039	163108.751952	2378.694092	150.0
61	1	REV_P17065	 	 	 	reversed	2.5	759	84651	REVERSED.	2	2	1.000	2	2	2.000	2	59755.279297	75711.160156	84598.011719	327308.84375	328792.03125	364885.765625	147556.0625	140849.634766	128725.556641	4277.835449	999.195129
62	1	REV_P17119	 	 	 	reversed	3.0	729	84003	REVERSED.	4	4	1.000	4	4	4.000	4	635927.30957	604218.505859	741028.371094	566397.171875	588639.179687	556848.101563	738753.105469	559427.367188	775790.169922	23028.578613	20771.713288
63	1	REV_P18963	 	 	 	reversed	0.9	3092	350976	REVERSED.	4	4	1.000	4	4	4.000	4	15437406.6035	12265102.6162	17867255.5078	12131315.5039	15652087.0859	11189182.875	14040107.1211	8908414.72656	13394765.0977	576906.377136	706604.666016
64	1	REV_P19158	 	 	REV_P19158, sp|Q12452|ERG27_YEAST	reversed	0.9	3079	351664	REVERSED.	5	2	0.400	5	2	2.162	2	157611.523438	127308.941406	155254.351563	124467.097657	132636.074219	120175.347656	211369.660156	166851.628907	187640.335938	6429.854736	4761.020844
65	1	REV_P19735	 	 	REV_P19735, sp|P35177|SPT7_YEAST	reversed	3.2	899	104228	REVERSED.	11	8	0.727	11	8	8.296	8	21041707.522	24185359.832	27754692.7969	17367867.9199	16047433.748	15714648.4258	28571919.3086	23091850.8965	27343112.2344	963862.409668	733587.073242
66	1	REV_P19882	 	 	 	reversed	3.1	572	60751	REVERSED.	2	2	1.000	2	2	2.000	2	1024309.39844	899095.6875	1083318.59375	596823.253906	544010.777344	515544.287109	785875.1875	610089.552734	773065.919922	24530.837891	17596.292602
67	1	REV_P21264	 	 	 	reversed	6.3	571	62339	REVERSED.	3	3	1.000	3	3	3.000	3	127470.56836	105461.397461	117796.114259	94120.0625	92713.641112	86380.376709	112736.782226	93811.066406	105758.752929	3481.233154	866.052307
68	1	REV_P21372	 	 	 	reversed	2.1	849	96358	REVERSED.	2	2	1.000	2	2	2.000	2	182955.59375	379581.351562	503714.65625	266354.746094	2213172.1875	553916.789062	345182.09375	185474.320313	129360.277344	4528.043702	1179.48999
69	1	REV_P22082	 	 	 	reversed	1.8	1703	194049	REVERSED.	5	5	1.000	5	5	5.000	5	525009.87616	536713.089234	576772.898927	496814.00586	391349.813478	448893.308105	1422145.94971	1128988.04199	938104.980469	1727.028259	693.477417
70	1	REV_P22580	 	 	 	reversed	1.5	549	61409	REVERSED.	7	7	1.000	7	7	7.000	7	1116644.13281	1109036.26172	1254856.44922	906608.51953	911330.371093	983033.828125	1399731.03125	1180533.46484	1399605.44531	34162.732482	13941.351502
71	1	REV_P23561	 	 	 	reversed	3.8	717	80720	REVERSED.	2	2	1.000	2	2	2.000	2	13697.810547	21581.026123	33548.750244	15566.905273	32164.045899	14772.377442	14616.491211	13808.701416	8588.108154	150.0	150.0
72	1	REV_P23615	 	 	 	reversed	1.0	1451	168289	REVERSED.	2	2	1.000	2	2	2.000	2	557707.585938	440219.998047	467807.589844	272204.59082	232396.878906	242546.236328	386715.186523	372532.853516	411107.092773	5865.845703	4282.032227
73	1	REV_P24868	 	 	 	reversed	5.5	471	54870	REVERSED.	2	2	1.000	2	2	2.000	2	74436.191407	81926.020507	101220.08789	90043.169922	79717.719727	88893.452148	162373.742188	133719.27832	152162.652344	7709.113465	4668.783203
74	1	REV_P24870	 	 	 	reversed	8.0	427	49475	REVERSED.	2	2	1.000	2	2	2.000	2	112645.35376	92910.34375	94853.580017	49504.277343	37850.942383	43144.536865	85097.743073	76242.263062	86260.128662	678.996033	522.1521
75	1	REV_P25339	 	 	 	reversed	2.1	888	97797	REVERSED.	2	2	1.000	2	2	2.000	2	86964.953124	87067.773438	87974.333985	81828.65039	94655.859376	84290.726562	370385.736328	286000.478516	370272.207031	150.0	481.832611
76	1	REV_P25374	 	 	 	reversed	4.0	497	54466	REVERSED.	2	2	1.000	2	2	2.000	2	556895.640625	530077.8125	472526.835938	270688.179687	250394.414062	252835.96875	399446.855469	386623.519531	493980.867188	54467.147461	9221.449219
77	1	REV_P25386	 	 	 	reversed	0.8	1790	206450	REVERSED.	2	2	1.000	2	2	2.000	2	463330.737305	417396.932617	430655.47168	123163.567383	155235.964844	132106.014648	130702.922852	107001.795898	130075.430665	150.0	1558.140869
78	1	REV_P25605	 	 	 	reversed	9.1	309	33986	REVERSED.	2	2	1.000	2	2	2.000	2	24913.930176	23951.108887	27534.710449	59740.90625	261585.1875	92588.347657	38203.981445	26083.54541	28021.115234	663.658875	150.0
79	1	REV_P26637	 	 	 	reversed	1.8	1090	124140	REVERSED.	3	3	1.000	3	3	3.000	3	3532056.26172	2844083.75195	3375190.43359	2079350.79297	2108919.19727	1844694.21484	1990751.82031	1530208.96094	1916049.71094	18532.960205	8873.721924
80	1	REV_P28239	 	 	 	reversed	6.8	310	35572	REVERSED.	4	4	1.000	4	4	4.000	4	473793.449219	430176.080078	537311.171875	391384.535156	361177.839844	346391.878906	466564.601563	378237.464844	357877.562499	14348.455079	10479.049866
81	1	REV_P28273	 	 	 	reversed	1.2	1286	140426	REVERSED.	2	2	1.000	2	2	2.000	2	72897.171874	58166.75	62073.810547	50081.539062	69808.046875	80899.125	88558.277344	82441.564453	58846.916016	1621.674011	1118.393585
82	1	REV_P28834	 	 	 	reversed	4.7	360	39324	REVERSED.	4	4	1.000	4	4	4.000	4	201636.195313	236975.957031	245699.769531	421421.921876	415676.96875	464509.945313	445849.066407	388076.269533	387881.757813	5248.510986	4223.111267
83	1	REV_P29461	 	 	 	reversed	3.1	750	85867	REVERSED.	2	2	1.000	2	2	2.000	2	95874.761719	109324.957031	122260.972656	105109.144531	110517.824218	109277.898438	139001.613281	119424.890625	120207.011719	3618.246582	1574.245545
84	1	REV_P29468	 	 	 	reversed	2.6	568	64551	REVERSED.	3	3	1.000	3	3	3.000	3	158730.90625	200089.0	219838.039063	128614.277344	125191.658203	117528.755859	183757.980468	172387.222656	179554.195312	7531.658569	5555.492858
85	1	REV_P29496	 	 	 	reversed	1.8	775	86410	REVERSED.	2	2	1.000	2	2	2.000	2	356485.929688	346499.703125	366748.757813	285351.0	259669.65625	268766.367188	439382.851562	385029.546875	448293.53125	13120.415283	12928.720581
86	1	REV_P31111	 	 	 	reversed	3.8	875	100034	REVERSED.	3	3	1.000	3	3	3.000	3	90156.007813	90524.619141	103024.261719	267112.951172	244283.68457	288224.178711	102846.046875	104939.265624	85337.730468	5490.654174	1618.998474
87	1	REV_P31539	 	 	 	reversed	2.0	908	102034	REVERSED.	3	3	1.000	3	3	3.000	3	426673.058594	387992.394531	457064.460937	297485.558594	248355.433594	267959.910157	1028055.82031	878454.816406	929195.425781	26263.914551	21501.754761
88	1	REV_P31688	 	 	 	reversed	2.7	896	102975	REVERSED.	2	2	1.000	2	2	2.000	2	19514.187866	23765.917481	23358.768677	23035.901856	20612.472168	23141.051758	65808.823242	63597.733398	70340.822266	2203.975281	1905.086182
89	1	REV_P32337	 	 	 	reversed	2.8	1089	121029	REVERSED.	2	2	1.000	2	2	2.000	2	122471.468751	116470.192383	136990.478027	19992.940429	25720.46289	19233.214844	10440.295898	9546.860352	16940.724609	7196.52002	150.0
90	1	REV_P32367	 	 	 	reversed	4.3	649	73553	REVERSED.	3	3	1.000	3	3	3.000	3	438498.904297	343363.953124	398205.304688	462624.503906	358650.242188	375993.871094	397284.251953	362877.105469	339216.490234	6744.94458	5767.251465
91	1	REV_P32381	 	 	 	reversed	6.9	391	44073	REVERSED.	2	2	1.000	2	2	2.000	2	46280.347656	44767.566406	59699.357422	48750.503906	48249.716797	49948.011719	53271.710937	50859.729492	59990.140625	7932.268768	6077.435547
92	1	REV_P32389	 	 	 	reversed	3.1	672	74372	REVERSED.	5	5	1.000	5	5	5.000	5	5539767.54199	4735755.5293	6292127.66602	6249682.5625	8265939.41943	7605080.00684	3878962.0957	2664567.35156	3033920.59375	56910.122802	43238.932495
93	1	REV_P32453	 	 	 	reversed	6.9	318	36851	REVERSED.	2	2	1.000	2	2	2.000	2	239168.921875	155540.117187	207483.695313	110953.416015	74042.796875	75679.470703	77927.681641	45412.041016	63664.353516	621.76239	905.464478
94	1	REV_P32502	 	 	REV_P32502, sp|Q12247|FYV7_YEAST	reversed	3.9	381	42569	REVERSED.	6	3	0.500	6	3	4.800	3	1389890.07813	922412.640625	961037.9375	334639.972656	282939.667968	266053.957031	389374.976563	308091.449219	435602.398438	6992.864258	6750.432129
95	1	REV_P32504	 	 	 	reversed	1.7	956	111916	REVERSED.	3	3	1.000	3	3	3.000	3	249848.488282	271935.964844	221957.399414	178927.294922	211765.078125	204413.121094	201783.576172	177233.160645	268572.617189	79081.049316	13305.445557
96	1	REV_P32558	 	 	 	reversed	2.0	1035	118629	REVERSED.	7	7	1.000	7	7	7.000	7	2572058.61524	2940027.14551	3009769.00879	14686272.4453	15423125.623	15537203.1758	8467303.96875	8227457.32812	6275781.25586	471912.564605	86371.411316
97	1	REV_P32567	 	 	 	reversed	2.7	862	95030	REVERSED.	2	2	1.000	2	2	2.000	2	240649.199219	175600.238281	237961.234375	103662.15625	113457.445312	83140.320312	113506.046876	105167.375	111590.871094	4908.207153	2597.375732
98	1	REV_P32580	 	 	 	reversed	3.0	737	84323	REVERSED.	2	2	1.000	2	2	2.000	2	60269.470703	62195.570312	77918.08789	354234.642578	435446.634766	374969.132812	102219.314454	88016.533203	84576.164063	150.0	150.0
99	1	REV_P32767	 	 	REV_P32767, sp|P53969|SAM50_YEAST	reversed	1.6	1081	123529	REVERSED.	2	1	0.500	2	1	1.020	1	258366.796875	188308.609375	236793.421875	46763.414062	40713.742188	36259.8125	125581.179688	96485.65625	168314.28125	2536.112793	3823.712158
100	1	REV_P32874	 	 	 	reversed	0.9	2273	259160	REVERSED.	2	2	1.000	2	2	2.000	2	178348.000001	159131.535156	174490.28125	93197.855468	86728.734376	85955.769531	278985.898438	235229.789063	264722.3125	8884.294922	7419.363282
101	1	REV_P33314	 	 	REV_P33314, REV_P40529, sp|Q06506|RRP9_YEAST	reversed	1.8	1104	126662	REVERSED.	2	1	0.500	2	1	1.027	1	4165.027344	2664.211426	4261.151367	3665.930176	3270.208252	2751.854492	4049.811523	3597.418457	4145.269531	150.0	150.0
102	1	REV_P33339	 	 	 	reversed	3.4	1025	120227	REVERSED.	3	3	1.000	3	3	3.000	3	151751.473633	148453.174805	159630.87207	120499.553711	114206.672363	126965.393554	223590.523438	178659.16504	217881.481445	6020.941406	4635.592285
103	1	REV_P33441	 	 	 	reversed	5.1	392	44996	REVERSED.	4	4	1.000	4	4	4.000	4	299159.716798	281854.408202	288417.544922	258378.367187	241194.988281	250596.087891	490208.955078	399076.207032	446066.019531	10120.416016	7594.168335
104	1	REV_P33891	 	 	 	reversed	3.7	701	81166	REVERSED.	3	3	1.000	3	3	3.000	3	485919.210938	641908.408203	688422.290039	340548.875	346146.457032	302728.796875	924937.113281	690281.832031	764760.460938	37668.61914	21086.490234
105	1	REV_P33892	 	 	 	reversed	0.9	2672	296695	REVERSED.	4	4	1.000	4	4	4.000	4	188501.843751	172138.046875	199090.582032	115801.801025	102070.343751	87493.481935	119806.350099	77529.483398	121189.723145	5730.546509	11551.335571
106	1	REV_P35169	 	 	 	reversed	1.4	2470	281136	REVERSED.	2	2	1.000	2	2	2.000	2	61379.513672	49659.535156	54398.022461	22426.288086	23950.981445	22938.160156	32547.615235	29877.945312	34204.001953	642.459045	150.0
107	1	REV_P35177	 	 	REV_P35177, sp|P19735|PRP6_YEAST	reversed	1.3	1332	152615	REVERSED.	2	1	0.500	2	1	1.032	1	34532.238281	31977.199219	33207.613281	56434.679688	54927.035156	56579.882812	16219.792969	15115.90332	12429.231445	640.148193	428.883545
108	1	REV_P35203	 	 	 	reversed	5.9	478	56335	REVERSED.	2	2	1.000	2	2	2.000	2	117041.046874	118918.675782	125190.445313	58522.771484	60004.855469	50236.726562	87910.890625	75561.105468	88568.216797	3129.917724	2313.431884
109	1	REV_P35208	 	 	 	reversed	3.1	640	72921	REVERSED.	3	3	1.000	3	3	3.000	3	170115.765624	205829.283203	217818.941406	237120.658204	214536.931641	234412.169922	262542.093749	243486.734375	246804.414062	5041.074158	7002.964569
110	1	REV_P35845	 	 	 	reversed	2.4	1188	135096	REVERSED.	4	4	1.000	4	4	4.000	4	743085.394531	771045.896484	932232.830078	827682.423828	767268.851562	720229.586914	747015.517578	656246.960937	665068.925782	25276.783692	21780.304931
111	1	REV_P36022	 	 	 	reversed	0.4	4092	471342	REVERSED.	2	2	1.000	2	2	2.000	2	280520.390625	246083.160156	260365.441406	337551.382812	234715.492188	292450.265625	321006.0	238216.03125	299689.015625	9623.741211	5731.777832
112	1	REV_P36023	 	 	 	reversed	1.9	863	101824	REVERSED.	2	2	1.000	2	2	2.000	2	351234.6875	310212.554688	383675.716797	175539.783203	166720.027344	147209.570312	437035.070312	334913.996094	463810.539062	11328.570923	9823.599976
113	1	REV_P36044	 	 	REV_P36044, sp|P36044|MNN4_YEAST	reversed	5.2	1178	139379	REVERSED.	2	1	0.500	2	1	1.016	1	27075.443359	24850.710938	30799.976562	33363.945312	29306.220703	33183.703125	47254.878906	40886.472656	44626.449219	2138.996826	722.116882
114	1	REV_P36126	 	 	REV_P36126, sp|Q06822|ASA1_YEAST	reversed	1.7	1683	195202	REVERSED.	2	1	0.500	2	1	1.111	1	1693.862427	1926.449707	1895.62439	3238.898682	3743.767334	3258.388184	2773.064697	1866.955688	1632.429321	150.0	150.0
115	1	REV_P36158	 	 	 	reversed	2.7	585	68281	REVERSED.	2	2	1.000	2	2	2.000	2	261760.578125	217741.097656	269475.9375	243319.167969	251064.882812	235001.046875	378684.132812	333264.609375	353159.945312	11800.935058	8239.323974
116	1	REV_P38111	 	 	REV_P38111, sp|Q12504|RKM4_YEAST	reversed	0.9	2368	273339	REVERSED.	8	4	0.500	8	4	4.842	4	1999541.73438	1894369.04688	2397658.46875	848432.109375	763121.710938	699155.789063	1322079.83594	1065155.85547	1222672.69141	30286.906739	24255.302733
117	1	REV_P38114	 	 	REV_P38114, sp|P38114|TBS1_YEAST	reversed	1.4	1094	126902	REVERSED.	3	1	0.333	3	1	1.083	1	70105.164062	69255.773438	74097.648438	37728.273438	34425.917969	32284.175781	73578.328125	63634.609375	69505.375	2808.953369	1839.360962
118	1	REV_P38167	 	 	 	reversed	3.2	1117	123608	REVERSED.	3	3	1.000	3	3	3.000	3	67945.306641	72958.75879	78009.744141	60289.339843	47039.369141	49660.234375	74486.023438	71415.373047	66766.398437	2193.454773	449.411316
119	1	REV_P38297	 	 	REV_P38297, sp|P38297|FZO1_YEAST	reversed	3.5	855	97807	REVERSED.	5	2	0.400	5	2	2.300	2	116095.414063	105402.839844	97238.527344	102426.859376	98192.210938	103646.511719	176846.414062	143182.488282	160457.804688	3831.016785	2798.267273
120	1	REV_P38352	 	 	 	reversed	3.8	637	70495	REVERSED.	2	2	1.000	2	2	2.000	2	132392.578125	124100.550782	127239.886719	202826.492187	218444.628906	209186.28125	104461.484376	87607.917968	96273.123047	150.0	150.0
121	1	REV_P38431	 	 	 	reversed	7.2	405	45261	REVERSED.	2	2	1.000	2	2	2.000	2	104770.816406	197252.845703	283080.882812	154856.40625	1545863.875	305175.605469	158694.072266	95373.984375	57001.640625	150.0	150.0
122	1	REV_P38625	 	 	 	reversed	5.3	525	58482	REVERSED.	4	4	1.000	4	4	4.000	4	4054235.01563	4029082.59375	5018719.625	4406566.03125	4831404.0625	4360862.875	2633332.64063	2233746.1875	2283487.04688	71863.480224	37903.071533
123	1	REV_P38689	 	 	 	reversed	5.6	320	35123	REVERSED.	2	2	1.000	2	2	2.000	2	68885.886719	67805.005859	67198.539062	74908.761719	63663.154297	66285.960937	66590.267578	64790.4375	72050.816407	1434.518891	150.0
124	1	REV_P38717	 	 	 	reversed	2.2	1229	142818	REVERSED.	4	4	1.000	4	4	4.000	4	1040903.32813	790343.640625	961547.484375	770859.296875	654400.359375	617621.289063	777494.085938	586333.53125	724147.039062	16890.763428	12614.888429
125	1	REV_P38721	 	 	 	reversed	4.0	697	79025	REVERSED.	2	2	1.000	2	2	2.000	2	312746.624023	252356.751953	334304.257812	45055.920898	39959.459961	31315.559571	127883.883301	105714.061036	114983.557373	2765.256592	2628.717529
126	1	REV_P38747	 	 	 	reversed	7.5	307	36113	REVERSED.	2	2	1.000	2	2	2.000	2	70266.894531	81167.386719	96848.869141	112491.179688	167340.363281	109342.097656	67485.824218	48548.068359	45334.265381	2775.840088	614.759338
127	1	REV_P38826	 	 	 	reversed	4.6	435	50295	REVERSED.	2	2	1.000	2	2	2.000	2	187263.472656	172148.078125	204788.15625	171691.617187	147023.171875	150168.125	288126.882812	230282.453125	290730.679688	15048.452576	9214.299561
128	1	REV_P38850	 	 	 	reversed	1.6	1070	123016	REVERSED.	2	2	1.000	2	2	2.000	2	582309.09375	475512.578125	584692.21875	922764.8125	1017019.46875	974053.640625	380678.859375	326441.875	348444.289062	10288.139648	6395.339355
129	1	REV_P38851	 	 	 	reversed	2.0	1228	143582	REVERSED.	2	2	1.000	2	2	2.000	2	197110.910156	209674.982422	281858.539062	164367.453125	195586.833984	160335.962891	186979.457031	155060.261719	163442.140625	4540.739136	3904.190857
130	1	REV_P38957	 	 	 	reversed	6.7	223	26122	REVERSED.	2	2	1.000	2	2	2.000	2	52718.479248	246250.653809	395086.143311	114419.32251	827497.004395	171833.577637	118681.104004	57101.482666	10716.750733	697.188354	150.0
131	1	REV_P38961	 	 	 	reversed	4.8	392	45985	REVERSED.	2	2	1.000	2	2	2.000	2	206990.62207	144017.314454	29891.885742	56922.222656	158668.103516	90541.642578	57288.115235	51836.716797	96224.129883	88741.327484	150.0
132	1	REV_P38972	 	 	 	reversed	1.4	1358	148903	REVERSED.	4	4	1.000	4	4	4.000	4	118531.770996	91762.535156	106018.666992	32786.790528	37725.505371	33298.889404	108509.409669	81215.889649	113288.664063	2085.114014	2647.349457
133	1	REV_P38989	 	 	 	reversed	2.6	1170	133927	REVERSED.	2	2	1.000	2	2	2.000	2	52150.91211	56506.171875	45234.65332	81211.339844	94874.066406	101466.800781	42832.62207	40310.645507	61395.833985	24182.215393	781.187134
134	1	REV_P38991	 	 	 	reversed	4.1	367	42945	REVERSED.	3	3	1.000	3	3	3.000	3	3888960.57813	3757299.5	3874702.03125	3125909.26563	2847479.28125	3230154.875	2910866.75	2790418.4375	2995277.54688	67495.04895	38341.536621
135	1	REV_P38994	 	 	 	reversed	1.8	779	89319	REVERSED.	4	4	1.000	4	4	4.000	4	1568001.90137	1398766.63574	1535124.83984	1066074.8418	977404.314941	1078889.4231	1370268.85303	1233314.33398	1499115.11768	34341.591308	34419.906006
136	1	REV_P39078	 	 	 	reversed	2.8	528	57603	REVERSED.	3	3	1.000	3	3	3.000	3	154106.978516	154695.429687	165266.406251	622397.445312	622725.644531	546084.582031	687803.914062	533204.955078	626482.1875	19149.295777	15193.007202
137	1	REV_P39109	 	 	 	reversed	1.1	1515	171119	REVERSED.	4	4	1.000	4	4	4.000	4	183110.201172	183056.094727	222663.729492	189515.646485	147452.504883	147954.326172	261806.214843	219552.963867	238074.802734	17413.0112	11732.632996
138	1	REV_P39685	 	 	 	reversed	2.0	1337	151651	REVERSED.	3	3	1.000	3	3	3.000	3	256086.054687	192670.117187	182419.191406	308060.414062	398275.386719	391534.765625	297863.46875	238241.574219	198962.800782	10835.231934	4873.316041
139	1	REV_P39940	 	 	 	reversed	3.5	809	91815	REVERSED.	3	3	1.000	3	3	3.000	3	1242401.22656	1302831.97266	1379705.41992	1174539.97461	1166621.69629	1089022.07422	1070148.79395	932753.554687	997867.266602	18227.520508	9057.77594
140	1	REV_P39959	 	 	 	reversed	4.3	443	50319	REVERSED.	3	3	1.000	3	3	3.000	3	131392.441406	152013.457031	153459.539062	190487.03125	164537.347656	181023.070313	254423.667969	205051.957031	225101.554688	3922.032287	3740.190551
141	1	REV_P39960	 	 	 	reversed	1.2	2167	245427	REVERSED.	4	4	1.000	4	4	4.000	4	463279.492187	466060.347656	518555.046875	476074.269531	565269.457031	502235.375	841616.554688	636066.804688	886826.375	21153.555176	19328.032105
142	1	REV_P39961	 	 	 	reversed	2.4	794	91076	REVERSED.	2	2	1.000	2	2	2.000	2	250360.070312	251655.039062	346455.46875	406753.40625	458657.28125	440536.015625	460042.59375	306114.46875	381383.515625	13470.542969	12143.782714
143	1	REV_P39986	 	 	 	reversed	2.2	1215	135267	REVERSED.	2	2	1.000	2	2	2.000	2	105502.37793	104152.607421	117940.866211	300568.81543	385931.918945	428783.455078	119496.624023	96986.490234	87036.525391	4707.617676	4109.214112
144	1	REV_P40050	 	 	 	reversed	4.1	688	79547	REVERSED.	2	2	1.000	2	2	2.000	2	84393.863281	81808.617187	76043.078126	67892.5625	54061.726562	59816.513672	180143.058594	153299.21875	188837.785156	5658.113769	4210.260498
145	1	REV_P40164	 	 	 	reversed	2.8	858	98052	REVERSED.	3	3	1.000	3	3	3.000	3	1030272.03125	945223.578125	1342187.65625	1223234.38281	1410115.19922	1426723.84375	850697.195312	734334.423828	625356.523437	17628.900391	10480.677369
146	1	REV_P40328	 	 	 	reversed	2.3	754	85299	REVERSED.	6	6	1.000	6	6	6.000	6	1289464.20313	1092188.26367	1340525.55469	636692.230468	681921.954101	573053.205079	1265213.40625	959651.150392	1248856.45703	16779.171937	12117.737366
147	1	REV_P40341	 	 	 	reversed	3.4	825	93275	REVERSED.	4	4	1.000	4	4	4.000	4	1705942.09766	1571617.69727	1614923.89648	1005033.75977	1020986.2832	983070.056641	1505878.68848	1261608.49023	1428606.71875	15870.495788	17757.753601
